productType,variantId,sku,prices,tax,categories,images,name.en,description.en,slug.en,metaTitle.en,metaDescription.en,metaKeywords.en,name.de,description.de,slug.de,metaTitle.de,metaDescription.de,metaKeywords.de,name.it,description.it,slug.it,metaTitle.it,metaDescription.it,metaKeywords.it,creationDate,articleNumberManufacturer,articleNumberMax,matrixId,baseId,designer,madeInItaly,completeTheLook,commonSize,size,color,colorFreeDefinition.en,details.en,colorFreeDefinition.de,details.de,colorFreeDefinition.it,details.it,style,gender,season,isOnStock,isLook,lookProducts,seasonNew,variantKey,excludedInStore,publish
main,1,M0E0000000001,EUR 17000;USD 18700,standard,Sale>Men>Shoes;Men>Shoes>Sneakers,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,Sneakers New Balance multi,,newbalance-sneakers-MT980BB-multi,,,,Sneakers New Balance multi,,newbalance-sneakers-MT980BB-multi,,,,,,,,,,,MT980 BB,79560,M0E20000000E1AZ,79560,newbalance,no,,39,5,black,multi,,multi,,,,business,men,s15,,,,,M0E0000000001,uk,TRUE
,160,M0E0000000160,EUR 17000;USD 18700,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B4,79560,newbalance,no,,41.5,7.5,white,multi,,multi,,,,business,men,s15,,,,,M0E0000000160,,TRUE
,161,M0E0000000161,EUR 15000;USD 16500,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B4,79560,newbalance,no,,41.5,7.5,white,multi,,multi,,,,sporty,men,s15,,,,,M0E0000000161,,TRUE
,162,M0E0000000162,EUR 18000;USD 19800,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B4,79560,newbalance,no,,41.5,7.5,white,multi,,multi,,,,evening,men,s15,,,,,M0E0000000162,,TRUE
,163,M0E0000000163,EUR 17000;USD 18700,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B4,79560,newbalance,no,,41.5,7.5,blue,multi,,multi,,,,business,men,s15,,,,,M0E0000000163,,TRUE
,164,M0E0000000164,EUR 15000;USD 16500,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B4,79560,newbalance,no,,41.5,7.5,blue,multi,,multi,,,,sporty,men,s15,,,,,M0E0000000164,,TRUE
,165,M0E0000000165,EUR 18000;USD 19800,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B4,79560,newbalance,no,,41.5,7.5,blue,multi,,multi,,,,evening,men,s15,,,,,M0E0000000165,,TRUE
,166,M0E0000000166,EUR 17000;USD 18700,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B4,79560,newbalance,no,,41.5,7.5,brown,multi,,multi,,,,business,men,s15,,,,,M0E0000000166,,TRUE
,167,M0E0000000167,EUR 15000;USD 16500,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B4,79560,newbalance,no,,41.5,7.5,brown,multi,,multi,,,,sporty,men,s15,,,,,M0E0000000167,,TRUE
,168,M0E0000000168,EUR 18000;USD 19800,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B4,79560,newbalance,no,,41.5,7.5,brown,multi,,multi,,,,evening,men,s15,,,,,M0E0000000168,,TRUE
,169,M0E0000000169,EUR 17000;USD 18700,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B4,79560,newbalance,no,,41.5,7.5,turquoise,multi,,multi,,,,business,men,s15,,,,,M0E0000000169,,TRUE
,170,M0E0000000170,EUR 15000;USD 16500,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B4,79560,newbalance,no,,41.5,7.5,turquoise,multi,,multi,,,,sporty,men,s15,,,,,M0E0000000170,,TRUE
,171,M0E0000000171,EUR 18000;USD 19800,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B4,79560,newbalance,no,,41.5,7.5,turquoise,multi,,multi,,,,evening,men,s15,,,,,M0E0000000171,,TRUE
,172,M0E0000000172,EUR 17000;USD 18700,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B4,79560,newbalance,no,,41.5,7.5,petrol,multi,,multi,,,,business,men,s15,,,,,M0E0000000172,,TRUE
,173,M0E0000000173,EUR 15000;USD 16500,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B4,79560,newbalance,no,,41.5,7.5,petrol,multi,,multi,,,,sporty,men,s15,,,,,M0E0000000173,,TRUE
,174,M0E0000000174,EUR 18000;USD 19800,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B4,79560,newbalance,no,,41.5,7.5,petrol,multi,,multi,,,,evening,men,s15,,,,,M0E0000000174,,TRUE
,175,M0E0000000175,EUR 17000;USD 18700,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B4,79560,newbalance,no,,41.5,7.5,green,multi,,multi,,,,business,men,s15,,,,,M0E0000000175,,TRUE
,176,M0E0000000176,EUR 15000;USD 16500,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B4,79560,newbalance,no,,41.5,7.5,green,multi,,multi,,,,sporty,men,s15,,,,,M0E0000000176,,TRUE
,177,M0E0000000177,EUR 18000;USD 19800,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B4,79560,newbalance,no,,41.5,7.5,green,multi,,multi,,,,evening,men,s15,,,,,M0E0000000177,,TRUE
,178,M0E0000000178,EUR 17000;USD 18700,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B4,79560,newbalance,no,,41.5,7.5,red,multi,,multi,,,,business,men,s15,,,,,M0E0000000178,,TRUE
,179,M0E0000000179,EUR 15000;USD 16500,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B4,79560,newbalance,no,,41.5,7.5,red,multi,,multi,,,,sporty,men,s15,,,,,M0E0000000179,,TRUE
,180,M0E0000000180,EUR 18000;USD 19800,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B4,79560,newbalance,no,,41.5,7.5,red,multi,,multi,,,,evening,men,s15,,,,,M0E0000000180,,TRUE
,181,M0E0000000181,EUR 17000;USD 18700,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B5,79560,newbalance,no,,42,8,black,multi,,multi,,,,business,men,s15,,,,,M0E0000000181,,TRUE
,182,M0E0000000182,EUR 15000;USD 16500,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B5,79560,newbalance,no,,42,8,black,multi,,multi,,,,sporty,men,s15,,,,,M0E0000000182,,TRUE
,183,M0E0000000183,EUR 18000;USD 19800,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B5,79560,newbalance,no,,42,8,black,multi,,multi,,,,evening,men,s15,,,,,M0E0000000183,,TRUE
,184,M0E0000000184,EUR 17000;USD 18700,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B5,79560,newbalance,no,,42,8,grey,multi,,multi,,,,business,men,s15,,,,,M0E0000000184,,TRUE
,185,M0E0000000185,EUR 15000;USD 16500,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B5,79560,newbalance,no,,42,8,grey,multi,,multi,,,,sporty,men,s15,,,,,M0E0000000185,,TRUE
,186,M0E0000000186,EUR 18000;USD 19800,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B5,79560,newbalance,no,,42,8,grey,multi,,multi,,,,evening,men,s15,,,,,M0E0000000186,,TRUE
,187,M0E0000000187,EUR 17000;USD 18700,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B5,79560,newbalance,no,,42,8,beige,multi,,multi,,,,business,men,s15,,,,,M0E0000000187,,TRUE
,188,M0E0000000188,EUR 15000;USD 16500,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B5,79560,newbalance,no,,42,8,beige,multi,,multi,,,,sporty,men,s15,,,,,M0E0000000188,,TRUE
,189,M0E0000000189,EUR 18000;USD 19800,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B5,79560,newbalance,no,,42,8,beige,multi,,multi,,,,evening,men,s15,,,,,M0E0000000189,,TRUE
,190,M0E0000000190,EUR 17000;USD 18700,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B5,79560,newbalance,no,,42,8,white,multi,,multi,,,,business,men,s15,,,,,M0E0000000190,,TRUE
,191,M0E0000000191,EUR 15000;USD 16500,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B5,79560,newbalance,no,,42,8,white,multi,,multi,,,,sporty,men,s15,,,,,M0E0000000191,,TRUE
,192,M0E0000000192,EUR 18000;USD 19800,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B5,79560,newbalance,no,,42,8,white,multi,,multi,,,,evening,men,s15,,,,,M0E0000000192,,TRUE
,193,M0E0000000193,EUR 17000;USD 18700,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B5,79560,newbalance,no,,42,8,blue,multi,,multi,,,,business,men,s15,,,,,M0E0000000193,,TRUE
,194,M0E0000000194,EUR 15000;USD 16500,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B5,79560,newbalance,no,,42,8,blue,multi,,multi,,,,sporty,men,s15,,,,,M0E0000000194,,TRUE
,195,M0E0000000195,EUR 18000;USD 19800,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B5,79560,newbalance,no,,42,8,blue,multi,,multi,,,,evening,men,s15,,,,,M0E0000000195,,TRUE
,196,M0E0000000196,EUR 17000;USD 18700,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B5,79560,newbalance,no,,42,8,brown,multi,,multi,,,,business,men,s15,,,,,M0E0000000196,,TRUE
,197,M0E0000000197,EUR 15000;USD 16500,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B5,79560,newbalance,no,,42,8,brown,multi,,multi,,,,sporty,men,s15,,,,,M0E0000000197,,TRUE
,198,M0E0000000198,EUR 18000;USD 19800,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B5,79560,newbalance,no,,42,8,brown,multi,,multi,,,,evening,men,s15,,,,,M0E0000000198,,TRUE
,199,M0E0000000199,EUR 17000;USD 18700,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B5,79560,newbalance,no,,42,8,turquoise,multi,,multi,,,,business,men,s15,,,,,M0E0000000199,,TRUE
,200,M0E0000000200,EUR 15000;USD 16500,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B5,79560,newbalance,no,,42,8,turquoise,multi,,multi,,,,sporty,men,s15,,,,,M0E0000000200,,TRUE
,201,M0E0000000201,EUR 18000;USD 19800,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B5,79560,newbalance,no,,42,8,turquoise,multi,,multi,,,,evening,men,s15,,,,,M0E0000000201,,TRUE
,202,M0E0000000202,EUR 17000;USD 18700,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B5,79560,newbalance,no,,42,8,petrol,multi,,multi,,,,business,men,s15,,,,,M0E0000000202,,TRUE
,203,M0E0000000203,EUR 15000;USD 16500,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B5,79560,newbalance,no,,42,8,petrol,multi,,multi,,,,sporty,men,s15,,,,,M0E0000000203,,TRUE
,204,M0E0000000204,EUR 18000;USD 19800,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B5,79560,newbalance,no,,42,8,petrol,multi,,multi,,,,evening,men,s15,,,,,M0E0000000204,,TRUE
,205,M0E0000000205,EUR 17000;USD 18700,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B5,79560,newbalance,no,,42,8,green,multi,,multi,,,,business,men,s15,,,,,M0E0000000205,,TRUE
,206,M0E0000000206,EUR 15000;USD 16500,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B5,79560,newbalance,no,,42,8,green,multi,,multi,,,,sporty,men,s15,,,,,M0E0000000206,,TRUE
,207,M0E0000000207,EUR 18000;USD 19800,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B5,79560,newbalance,no,,42,8,green,multi,,multi,,,,evening,men,s15,,,,,M0E0000000207,,TRUE
,208,M0E0000000208,EUR 17000;USD 18700,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B5,79560,newbalance,no,,42,8,red,multi,,multi,,,,business,men,s15,,,,,M0E0000000208,,TRUE
,209,M0E0000000209,EUR 15000;USD 16500,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B5,79560,newbalance,no,,42,8,red,multi,,multi,,,,sporty,men,s15,,,,,M0E0000000209,,TRUE
,210,M0E0000000210,EUR 18000;USD 19800,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B5,79560,newbalance,no,,42,8,red,multi,,multi,,,,evening,men,s15,,,,,M0E0000000210,,TRUE
,211,M0E0000000211,EUR 17000;USD 18700,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B6,79560,newbalance,no,,42.5,8.5,black,multi,,multi,,,,business,men,s15,TRUE,,,,M0E0000000211,,TRUE
,212,M0E0000000212,EUR 15000;USD 16500,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B6,79560,newbalance,no,,42.5,8.5,black,multi,,multi,,,,sporty,men,s15,TRUE,,,,M0E0000000212,,TRUE
,213,M0E0000000213,EUR 18000;USD 19800,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B6,79560,newbalance,no,,42.5,8.5,black,multi,,multi,,,,evening,men,s15,TRUE,,,,M0E0000000213,,TRUE
,214,M0E0000000214,EUR 17000;USD 18700,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B6,79560,newbalance,no,,42.5,8.5,grey,multi,,multi,,,,business,men,s15,TRUE,,,,M0E0000000214,,TRUE
,215,M0E0000000215,EUR 15000;USD 16500,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B6,79560,newbalance,no,,42.5,8.5,grey,multi,,multi,,,,sporty,men,s15,TRUE,,,,M0E0000000215,,TRUE
,216,M0E0000000216,EUR 18000;USD 19800,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B6,79560,newbalance,no,,42.5,8.5,grey,multi,,multi,,,,evening,men,s15,TRUE,,,,M0E0000000216,,TRUE
,217,M0E0000000217,EUR 17000;USD 18700,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B6,79560,newbalance,no,,42.5,8.5,beige,multi,,multi,,,,business,men,s15,TRUE,,,,M0E0000000217,,TRUE
,218,M0E0000000218,EUR 15000;USD 16500,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B6,79560,newbalance,no,,42.5,8.5,beige,multi,,multi,,,,sporty,men,s15,TRUE,,,,M0E0000000218,,TRUE
,219,M0E0000000219,EUR 18000;USD 19800,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B6,79560,newbalance,no,,42.5,8.5,beige,multi,,multi,,,,evening,men,s15,TRUE,,,,M0E0000000219,,TRUE
,220,M0E0000000220,EUR 17000;USD 18700,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B6,79560,newbalance,no,,42.5,8.5,white,multi,,multi,,,,business,men,s15,TRUE,,,,M0E0000000220,,TRUE
,221,M0E0000000221,EUR 15000;USD 16500,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B6,79560,newbalance,no,,42.5,8.5,white,multi,,multi,,,,sporty,men,s15,TRUE,,,,M0E0000000221,,TRUE
,222,M0E0000000222,EUR 18000;USD 19800,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B6,79560,newbalance,no,,42.5,8.5,white,multi,,multi,,,,evening,men,s15,TRUE,,,,M0E0000000222,,TRUE
,223,M0E0000000223,EUR 17000;USD 18700,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B6,79560,newbalance,no,,42.5,8.5,blue,multi,,multi,,,,business,men,s15,TRUE,,,,M0E0000000223,,TRUE
,224,M0E0000000224,EUR 15000;USD 16500,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B6,79560,newbalance,no,,42.5,8.5,blue,multi,,multi,,,,sporty,men,s15,TRUE,,,,M0E0000000224,,TRUE
,225,M0E0000000225,EUR 18000;USD 19800,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B6,79560,newbalance,no,,42.5,8.5,blue,multi,,multi,,,,evening,men,s15,TRUE,,,,M0E0000000225,,TRUE
,226,M0E0000000226,EUR 17000;USD 18700,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B6,79560,newbalance,no,,42.5,8.5,brown,multi,,multi,,,,business,men,s15,TRUE,,,,M0E0000000226,,TRUE
,227,M0E0000000227,EUR 15000;USD 16500,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B6,79560,newbalance,no,,42.5,8.5,brown,multi,,multi,,,,sporty,men,s15,TRUE,,,,M0E0000000227,,TRUE
,228,M0E0000000228,EUR 18000;USD 19800,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B6,79560,newbalance,no,,42.5,8.5,brown,multi,,multi,,,,evening,men,s15,TRUE,,,,M0E0000000228,,TRUE
,229,M0E0000000229,EUR 17000;USD 18700,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B6,79560,newbalance,no,,42.5,8.5,turquoise,multi,,multi,,,,business,men,s15,TRUE,,,,M0E0000000229,,TRUE
,230,M0E0000000230,EUR 15000;USD 16500,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B6,79560,newbalance,no,,42.5,8.5,turquoise,multi,,multi,,,,sporty,men,s15,TRUE,,,,M0E0000000230,,TRUE
,231,M0E0000000231,EUR 18000;USD 19800,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B6,79560,newbalance,no,,42.5,8.5,turquoise,multi,,multi,,,,evening,men,s15,TRUE,,,,M0E0000000231,,TRUE
,232,M0E0000000232,EUR 17000;USD 18700,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B6,79560,newbalance,no,,42.5,8.5,petrol,multi,,multi,,,,business,men,s15,TRUE,,,,M0E0000000232,,TRUE
,233,M0E0000000233,EUR 15000;USD 16500,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B6,79560,newbalance,no,,42.5,8.5,petrol,multi,,multi,,,,sporty,men,s15,TRUE,,,,M0E0000000233,,TRUE
,234,M0E0000000234,EUR 18000;USD 19800,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B6,79560,newbalance,no,,42.5,8.5,petrol,multi,,multi,,,,evening,men,s15,TRUE,,,,M0E0000000234,,TRUE
,235,M0E0000000235,EUR 17000;USD 18700,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B6,79560,newbalance,no,,42.5,8.5,green,multi,,multi,,,,business,men,s15,TRUE,,,,M0E0000000235,,TRUE
,236,M0E0000000236,EUR 15000;USD 16500,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B6,79560,newbalance,no,,42.5,8.5,green,multi,,multi,,,,sporty,men,s15,TRUE,,,,M0E0000000236,,TRUE
,237,M0E0000000237,EUR 18000;USD 19800,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B6,79560,newbalance,no,,42.5,8.5,green,multi,,multi,,,,evening,men,s15,TRUE,,,,M0E0000000237,,TRUE
,238,M0E0000000238,EUR 17000;USD 18700,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B6,79560,newbalance,no,,42.5,8.5,red,multi,,multi,,,,business,men,s15,TRUE,,,,M0E0000000238,,TRUE
,239,M0E0000000239,EUR 15000;USD 16500,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B6,79560,newbalance,no,,42.5,8.5,red,multi,,multi,,,,sporty,men,s15,TRUE,,,,M0E0000000239,,TRUE
